All	HP:0000001
Snail-like ilia	HP:0031026
Schneckenbecken dysplasia	HP:0031026
Snail-shaped ilia	HP:0031026
Snail-like pelvis	HP:0031026
Internal notch of the femoral head	HP:0031027
Lactescent serum	HP:0031028
Milk-like serum	HP:0031028
Plasma lactescence	HP:0031028
Elevated carcinoembryonic antigen level	HP:0031029
Increased plasma CEA	HP:0031029
Elevated carcinoma antigen 125 level	HP:0031030
Increased plasma CA125	HP:0031030
Abnormal retinol-binding protein level	HP:0031031
Decreased retinol-binding protein level	HP:0031032
Impaired urinary acidification	HP:0031033
Renal acidification defect	HP:0031033
Abnormal insulin like growth factor binding protein acid labile subunit level	HP:0031034
Chronic infection	HP:0031035
Reduced growth-hormone binding protein level	HP:0031036
Decreased plasma GH-binding protein	HP:0031036
Reduced insulin-like factor 3 level	HP:0031037
Reduced plasma INSL3 level	HP:0031037
Spermatogenesis maturation arrest	HP:0031038
Meiotic maturation arrest of spermatogenesis	HP:0031038
Early spermatogenesis maturation arrest	HP:0031039
Late spermatogenesis maturation arrest	HP:0031040
Maturation arrest of spermatogenesis at spermatid stage	HP:0031040
Obstruction of the superior vena cava	HP:0031041
Superior vena cava syndrome	HP:0031041
Superior vena cava obstruction	HP:0031041
Strawberry tongue	HP:0031042
Raspberry tongue	HP:0031042
Type A4 brachydactyly	HP:0031043
Type A5 brachydactyly	HP:0031044
Acral blistering	HP:0031045
Absent soft palate	HP:0031046
Agenesis of the soft palate	HP:0031046
Paraproteinemia	HP:0031047
Monoclonal hypergammaglobulinemia	HP:0031047
Light-chain paraproteinemia	HP:0031048
Heavy-chain paraproteinemia	HP:0031049
Whole-immunoglobulin paraproteinemia	HP:0031050
Tarsal sclerosis	HP:0031051
Elevated vascular endothelial growth factor level	HP:0031052
Coarctation in the transverse aortic arch	HP:0031053
Long segment coarctation of the aorta	HP:0031054
Abnormal branching pattern of left aortic arch	HP:0031055
Fusiform cerebral aneurysm	HP:0031056
Intracranial fusiform aneurysm	HP:0031056
Skin fissure	HP:0031057
Cracked skin	HP:0031057
Impairment of activities of daily living	HP:0031058
Impaired ability to bathe oneself	HP:0031059
Impaired ability to dress oneself	HP:0031060
Impaired toileting ability	HP:0031061
Impaired transferring ability	HP:0031062
Impaired feeding ability	HP:0031063
Impaired continence	HP:0031064
Abnormal ovarian morphology	HP:0031065
Abnormal ovarian physiology	HP:0031066
Empty ovarian follicle	HP:0031067
Empty follicle syndrome	HP:0031067
Increased femoral torsion	HP:0031068
Abnormal femoral torsion	HP:0031069
Decreased femoral torsion	HP:0031070
Abnormal endocrine morphology	HP:0031071
Abnormal endocrine physiology	HP:0031072
Abnormal response to endocrine stimulation test	HP:0031073
Abnormal response to ACTH stimulation test	HP:0031074
Abnormal response to insulin tolerance test	HP:0031075
Impaired cortisol response to insulin stimulation test	HP:0031076
Abnormal response to corticotropin releasing hormone stimulation test	HP:0031077
Abnormal response to CRH stimulation test	HP:0031077
Impaired cortisol response to corticotropin releasing hormone stimulation test	HP:0031078
Impaired growth-hormone response to insulin stimulation test	HP:0031079
Abnormal response to glucagon stimulation test	HP:0031080
Impaired cortisol response to glucagon stimulation test	HP:0031081
Impaired growth-hormone response to glucagon stimulation test	HP:0031082
Abnormal response to human chorionic gonadotrophin stimulation test	HP:0031083
Abnormal response to hCG stimulation test	HP:0031083
Excessive insulin response to glucagon test	HP:0031084
Decreased prealbumin level	HP:0031085
Ectopic ovary	HP:0031086
Undescended ovary	HP:0031086
Absent pubertal growth spurt	HP:0031087
Absent adolescent growth spurt	HP:0031087
Vaginal dryness	HP:0031088
Palatal edema	HP:0031089
Palate edema	HP:0031089
Finger dactylitis	HP:0031090
Sausage fingers	HP:0031090
Toe dactylitis	HP:0031091
Sausage toes	HP:0031091
Spindle-shaped finger	HP:0031092
Abnormal breast morphology	HP:0031093
Abnormal breast physiology	HP:0031094
Abnormal humerus morphology	HP:0031095
Delayed vertebral ossification	HP:0031096
Abnormal thyroid-stimulating hormone level	HP:0031097
Decreased thyroid-stimulating hormone level	HP:0031098
Decreased plasma TSH	HP:0031098
Abnormal circulating inhibin level	HP:0031099
Decreased inhibin B level	HP:0031100
Abnormal antimullerian hormone level	HP:0031101
Increased antimullerian hormone level	HP:0031102
Increased plasma AMH	HP:0031102
Decreased antimullerian hormone level	HP:0031103
Decreased plasma AMH	HP:0031103
Insulin receptor antibody positivity	HP:0031104
Abnormal uterus morphology	HP:0031105
T-shaped uterus	HP:0031106
Decreased fibular diameter	HP:0031107
Thin fibula	HP:0031107
Triceps weakness	HP:0031108
Agalactia	HP:0031109
Lactation incapacity	HP:0031109
Twin-to-twin transfusion	HP:0031110
Twin to twin transfusion syndrome	HP:0031110
Cutaneous hamartoma	HP:0031111
Skin hamartoma	HP:0031111
Purely bicuspid aortic valve	HP:0031117
Single raphe bicuspid aortic valve	HP:0031118
Bicuspid aortic valve with right-left cusp fusion	HP:0031119
Bicuspid aortic valve with right-noncoronary cusp fusion	HP:0031120
Bicuspid aortic valve with left-noncoronary cusp fusion	HP:0031121
Two-raphe bicuspid aortic valve	HP:0031122
Recurrent gastroenteritis	HP:0031123
Decreased platelet thromboxane A2 receptor	HP:0031124
Decreased platelet alpha-2A-adrenergic receptor	HP:0031125
Impaired clot retraction	HP:0031126
Impaired convulxin-induced platelet aggregation	HP:0031127
Impaired collagen-related peptide-induced platelet aggregation	HP:0031128
Impaired phorbol myristate acetate-induced platelet aggregation	HP:0031129
Impaired calcium ionophore-induced platelet aggregation	HP:0031130
Abnormal plalelet phosphatidylserine exposure	HP:0031131
Impaired annexin V binding to platelet phosphatidylserine	HP:0031132
Increased annexin V binding to platelet phosphatidylserine	HP:0031133
Cor triatrium sinister	HP:0031134
Triggered by physical trauma	HP:0031135
Decreased acrosin in sperm head	HP:0031136
Storage in hepatocytes	HP:0031137
Abnormal B-type natriuretic peptide level	HP:0031138
Frog-leg posture	HP:0031139
Abnormal liver sonography	HP:0031140
Increased hepatic echogenicity	HP:0031141
Abnormal hepatic echogenicity	HP:0031142
Decreased hepatic echogenicity	HP:0031143
Coarsened hepatic echotexture	HP:0031144
Starry sky appearance on hepatic sonography	HP:0031145
Impaired oral bolus formation	HP:0031146
Vitreomacular adhesion	HP:0031150
VMA	HP:0031150
Vitreomacular traction	HP:0031151
VMT	HP:0031151
Full-thickness macular hole	HP:0031152
FTMH	HP:0031152
Membranous vitreous appearance	HP:0031153
Membranous anomaly	HP:0031153
Membranous vitreous	HP:0031153
Membranous vitreous phenotype	HP:0031153
Beaded vitreous appearance	HP:0031154
Increased Arden ratio of electrooculogram	HP:0031155
Increased Arden ratio of EOG	HP:0031155
Decreased platelet glycoprotein Ib	HP:0031156
Carotid cavernous fistula	HP:0031157
Caroticocavernous fistula	HP:0031157
Widened atrophic scar	HP:0031158
Thinning of Descemet membrane	HP:0031159
Myelokathexis	HP:0031160
Reduced brain glutamate level by MRS	HP:0031161
Impaired oropharyngeal swallow response	HP:0031162
Low femoral bone density	HP:0031163
Low femur bone density	HP:0031163
Growth arrest lines	HP:0031164
Harris lines	HP:0031164
Growth resumption lines	HP:0031164
Multifocal seizures	HP:0031165
Multifocal onset seizures	HP:0031165
Eyelid myokymia	HP:0031166
Orbicularis myokymia	HP:0031166
Myokymia orbicularis	HP:0031166
Triggered by ingestion of potassium-rich food	HP:0031167
Postterm pregnancy	HP:0031169
Female fetal virilization	HP:0031170
Femoral spur	HP:0031171
Spurring of femur	HP:0031171
Sectoral retinitis pigmentosa	HP:0031172
Tibial spur	HP:0031173
Spurring of tibiae	HP:0031173
Double-layered patella	HP:0031174
Absent cervical vertebra	HP:0031175
Absent thoracic vertebra	HP:0031176
Finger flexor weakness	HP:0031177
Fixed head retroflexion	HP:0031178
Nuchal rigidity	HP:0031179
Meningism	HP:0031179
Erythema migrans	HP:0031180
Erythema chronicum migrans	HP:0031180
Necrolytic migratory erythema	HP:0031181
Increased NT-proBNP level	HP:0031185
Abnormal circulating deoxycorticosterone level	HP:0031186
Abnormality of circulating pregnenolone level	HP:0031187
Genital edema	HP:0031188
Genital oedema	HP:0031188
Wrist drop	HP:0031189
Superficial dermal perivascular inflammatory infiltrate	HP:0031190
Superficial perivascular inflammatory infiltrate	HP:0031190
Deep dermal perivascular inflammatory infiltrate	HP:0031191
Deep perivascular inflammatory infiltrate	HP:0031191
Abnormal morphology of left ventricular trabeculae	HP:0031192
Abnormal morphology of right ventricular trabeculae	HP:0031193
Increased density of left ventricular trabeculae	HP:0031194
Apical hypertrabeculation of the left ventricle	HP:0031195
Thin myocardium compact layer	HP:0031196
Cellular urinary casts	HP:0031197
Renal tubular epithelial cell casts	HP:0031198
Acellular urinary casts	HP:0031199
Hyaline casts	HP:0031200
Granular casts	HP:0031201
Waxy casts	HP:0031202
Fatty casts	HP:0031203
Bacterial cell casts	HP:0031204
Reduced lysosomal acid lipase activity	HP:0031205
Reduced leukocyte acid lipase activity	HP:0031205
Striatal T2 hyperintensity	HP:0031206
Hepatic hemangioma	HP:0031207
Liver hemangioma	HP:0031207
Hemangioma of the liver	HP:0031207
Increased pituitary glycoprotein alpha subunit level	HP:0031208
Decreased lipoprotein lipase activity	HP:0031209
Abnormal circulating hyaluronic acid concentration	HP:0031210
Elevated cholesterol ester level	HP:0031211
Elevated cholesteryl ester level	HP:0031211
Abnormal circulating progesterone level	HP:0031212
Elevated circulating 17-hydroxyprogesterone	HP:0031213
Elevated circulating 17-OHP	HP:0031213
Decreased circulating dehydroepiandrosterone level	HP:0031214
Decreased circulating dehydroepiandrosterone-sulfate level	HP:0031215
Increased circulating progesterone	HP:0031216
Hot flashes	HP:0031217
Inappropriate antidiuretic hormone secretion	HP:0031218
Syndrome of inappropriate antidiuretic hormone secretion	HP:0031218
SIADH	HP:0031218
Reduced radioactive iodine uptake	HP:0031219
Increased radioactive iodine uptake	HP:0031220
Abnormal radioactive iodine uptake test result	HP:0031221
Increased circulating thyroxine-binding globulin level	HP:0031222
Focal pancreatic islet hyperplasia	HP:0031223
Diffuse pancreatic islet hyperplasia	HP:0031224
Intrapulmonary shunt	HP:0031225
Intrapulmonary shunting	HP:0031225
Perinephric fluid collection	HP:0031226
Nasopharyngeal teratoma	HP:0031227
Abnormal incisura morphology	HP:0031228
Increased incisura length	HP:0031229
Decreased incisura length	HP:0031230
Narrow incisura width	HP:0031231
Increased incisura width	HP:0031232
Horizontal inferior border of scapula	HP:0031233
Squaring of the scapula	HP:0031233
Squaring of the inferior scapulae	HP:0031233
Neutrophilic infiltration of the skin	HP:0031234
Predominantly epidermal neutrophilic infiltrate	HP:0031235
Predominantly dermal neutrophilic infiltrate	HP:0031236
Internally nucleated skeletal muscle fibers	HP:0031237
Necklace skeletal muscle fibers	HP:0031238
Extrafoveal choroidal neovascularization	HP:0031239
Juxtafoveal choroidal neovascularization	HP:0031240
Subfoveal choroidal neovascularization	HP:0031241
Decreased circulating chylomicron levels	HP:0031242
Hypochylomicronemia	HP:0031242
Decreased circulating very-low-density lipoprotein levels	HP:0031243
Swollen lip	HP:0031244
Swelling of the lip	HP:0031244
Productive cough	HP:0031245
Wet cough	HP:0031245
Nonproductive cough	HP:0031246
Dry cough	HP:0031246
Dry coughing	HP:0031246
Whooping cough	HP:0031247
Palmar pruritus	HP:0031248
Itchy palm	HP:0031248
Parageusia	HP:0031249
Dysgeusia	HP:0031249
Metallic taste in mouth	HP:0031249
Metallic taste	HP:0031249
Lip fissure	HP:0031250
Abnormal subclavian artery morphology	HP:0031251
Dilated left subclavian artery	HP:0031252
Anomalous origin of left subclavian artery	HP:0031253
Thalamic arteriovenous malformation	HP:0031254
Hypothalamic arteriovenous malformation	HP:0031255
Optic nerve arteriovenous malformation	HP:0031256
Arteriovenous malformation of the maxilla	HP:0031257
Delirium	HP:0031258
Oophoritis	HP:0031259
Inflammed ovary	HP:0031259
Triangular tibia	HP:0031260
Bladder polyp	HP:0031261
Abnormal renal corpuscle morphology	HP:0031263
Abnormal morphology of Bowman capsule	HP:0031264
Abnormal renal glomerular capsule morphology	HP:0031264
Abnormal podocyte morphology	HP:0031265
Podocyte foot process effacement	HP:0031266
Abnormal CD69 upregulation upon TCR activation	HP:0031267
Decreased CD69 upregulation upon TCR activation	HP:0031268
Abnormal CD25 upregulation upon TCR activation	HP:0031269
Decreased CD25 upregulation upon TCR activation	HP:0031270
Reduced IL2RA upregulation upon TCR activation	HP:0031270
Poor CD25 upregulation upon TCR activation	HP:0031270
Absent ankle pulse	HP:0031271
Pulmonary arterial atherosclerosis	HP:0031272
Shock	HP:0031273
Hypovolemic shock	HP:0031274
Distributive shock	HP:0031275
Obstructive shock	HP:0031276
Abnormal thoracic duct morphology	HP:0031278
Abnormal response to gonadotropin-releasing hormone stimulation test	HP:0031279
Abnormal response to GnRH stimulation test	HP:0031279
Increased LH response to gonadotropin-releasing hormone stimulation test	HP:0031280
Sialadenitis	HP:0031281
Malalignment of the great toenail	HP:0031282
Tufted hairs	HP:0031283
Flushing	HP:0031284
Abnormal perifollicular morphology	HP:0031285
Perifollicular erythema	HP:0031286
Seborrheic keratosis	HP:0031287
Senile wart	HP:0031287
Seborrheic verruca	HP:0031287
Basal cell papilloma	HP:0031287
Cobblestone-like hyperkeratosis	HP:0031288
White papule	HP:0031289
Tuberous xanthoma	HP:0031290
Ichthyosis follicularis	HP:0031291
Cutaneous abscess	HP:0031292
Skin abscess	HP:0031292
Digital pitting scar	HP:0031293
Hypoplastic right atrium	HP:0031294
Left atrial enlargement	HP:0031295
Enlarged heart left atrium	HP:0031295
Atrial septal hypertrophy	HP:0031296
Unroofed coronary sinus	HP:0031297
Coronary sinus enlargement	HP:0031298
Coronary sinus dilatation	HP:0031298
Enlarged coronary sinus	HP:0031298
Elevated left atrial pressure	HP:0031299
Abnormal circulating properdin level	HP:0031300
Peripheral arterial calcification	HP:0031301
Peripheral artery calcification	HP:0031301
Lower extremity peripheral arterial calcification	HP:0031302
Lower extremity peripheral artery calcification	HP:0031302
Femoral arterial calcification	HP:0031303
Iliac arterial calcification	HP:0031304
Tibial arterial calcification	HP:0031305
Intracranial arterial calcification	HP:0031306
Internal carotid artery calcification	HP:0031307
Vertebral artery calcification	HP:0031308
Cerebral artery calcification	HP:0031309
Basilar artery calcification	HP:0031310
Middle cerebral artery calcification	HP:0031311
Abdominal aortic calcification	HP:0031313
Carotid artery calcification	HP:0031314
External carotid artery calcification	HP:0031315
Abnormal ventricular myocardium morphology	HP:0031316
Fatty replacement of ventricular myocardial tissue	HP:0031317
Fatty infiltration of cardiac ventricle	HP:0031317
Intramyocardial fat infiltration	HP:0031317
Myofiber disarray	HP:0031318
Myocardial fiber disarray	HP:0031318
Cardiomyocyte hypertrophy	HP:0031319
Myocyte cellular hypertrophy	HP:0031319
Cardiomyocyte mitochondrial proliferation	HP:0031320
Myocardial immune cell infiltration	HP:0031321
Myocardial lymphocytic infiltration	HP:0031322
Myocardial eosinophilic infiltration	HP:0031323
Myocardial multinucleated giant cells	HP:0031324
Myocardial granulomatous infiltrates	HP:0031325
Monoclonal light chain cardiac amyloidosis	HP:0031326
Transthyretin cardiac amyloidosis	HP:0031327
TTR cardiac amyloidosis	HP:0031327
Perivascular cardiac fibrosis	HP:0031328
Interstitial cardiac fibrosis	HP:0031329
Perivascular myocardial immune cell infiltration	HP:0031330
Abnormal cardiomyocyte morphology	HP:0031331
Abnormal cardiac muscle cell morphology	HP:0031331
Cardiomyocyte degeneration	HP:0031332
Myocardial sarcomeric disarray	HP:0031333
Myocardial sarcomere disarray	HP:0031333
Cardiomyocyte inclusion bodies	HP:0031334
Abnormal cardiomyocyte mitochondrial morphology	HP:0031335
Intranuclear cardiomyocyte mitochondria	HP:0031336
Abnormal cardiomyocyte connexin43 staining	HP:0031337
Abnormal cardiomyocyte plakoglobin staining	HP:0031338
Abnormal cadiomyocyte dystrophin staining	HP:0031339
Abnormal lysosomal morphology	HP:0031340
Gastric arteriovenous malformation	HP:0031341
Duodenal arteriovenous malformation	HP:0031342
Jejunal arteriovenous malformation	HP:0031343
Pelvic arteriovenous malformation	HP:0031344
Colonic arteriovenous malformation	HP:0031345
Rectal arteriovenous malformation	HP:0031346
Uterine arteriovenous malformation	HP:0031347
Dextrotransposition of the great arteries	HP:0031348
D-TGA	HP:0031348
D-loop transposition of the great arteries	HP:0031348
Levotransposition of the great arteries	HP:0031349
L-TGA	HP:0031349
Cardiac sarcoma	HP:0031350
Calcified amorphous tumor of the heart	HP:0031351
Calcified amorphous tumour of the heart	HP:0031351
Chest tightness	HP:0031352
Otitis media with effusion	HP:0031353
Fluid behind eardrum	HP:0031353
Sleep onset Insomnia	HP:0031354
Maintenance insomnia	HP:0031355
Terminal insomnia	HP:0031356
Late insomnia	HP:0031356
Glomeruloid hemangioma	HP:0031357
Vegetative state	HP:0031358
Cutaneous sclerotic plaque	HP:0031359
Yellow skin plaque	HP:0031360
Zebra bodies	HP:0031361
Sex-limited autosomal recessive inheritance	HP:0031362
Palpable purpura	HP:0031363
Ecchymosis	HP:0031364
Ecchymoses	HP:0031364
Macular purpura	HP:0031365
Flat purpura	HP:0031365
Palate neoplasm	HP:0031366
Metaphyseal striations	HP:0031367
Striated metaphysis	HP:0031367
Intestinal perforation	HP:0031368
Colon perforation	HP:0031369
Perforation of the colon	HP:0031369
Small intestinal perforation	HP:0031370
Rectal perforation	HP:0031371
Cold paresis	HP:0031372
Stiff tongue	HP:0031373
Tongue stiffness	HP:0031373
Ankle weakness	HP:0031374
Refractory	HP:0031375
Abnormal cell proliferation	HP:0031377
Abnormal lymphocyte proliferation	HP:0031378
Abnormal T cell proliferation	HP:0031379
Abnormal B cell proliferation	HP:0031380
Decreased lymphocyte proliferation in response to mitogen	HP:0031381
Reduced lymphocyte proliferation to mitogen	HP:0031381
Decreased lymphocyte proliferation in response to anti-CD3	HP:0031382
Abnormal lymphocyte surface marker expression	HP:0031383
Reduced T cell CD40 expression	HP:0031384
Megakaryocyte nucleus hypolobulation	HP:0031385
Increased micromegakaryocyte count	HP:0031386
Increased multinucleated megakaryocyte count	HP:0031387
Megakaryocyte nucleus hyperlobulation	HP:0031388
Abnormal MHC II surface expression	HP:0031389
Reduced MHC II surface expression	HP:0031390
Elevated MHC II surface expression	HP:0031391
Abnormal proportion of CD4 T cells	HP:0031392
Abnormal proportion of CD4+ T cells	HP:0031392
Abnormal proportion of CD8 T cells	HP:0031393
Abnormal proportion of CD8+ T cells	HP:0031393
Abnormal CD4:CD8 ratio	HP:0031394
Abnormal proportion of naive T cells	HP:0031396
Abnormal naive T cell proportion	HP:0031396
Reduced proportion of naive T cells	HP:0031397
Elevated proportion of naive T cells	HP:0031398
Abnormal proportion of double-negative alpha-beta regulatory T cell	HP:0031399
Abnormal Double negative Treg distribution	HP:0031399
Abnormal CD4-negative, CD8-negative, alpha-beta regulatory T cell distribution	HP:0031399
Abnormal double-negative alpha-beta regulatory T cell distribution	HP:0031399
Abnormal DN Treg distribution	HP:0031399
Reduced proportion of CD4-negative, CD8-negative, alpha-beta regulatory T cells	HP:0031401
Reduced antigen-specific T cell proliferation	HP:0031402
Impaired Ag-specific T cell proliferation	HP:0031402
Impaired cellular adaptive immune response	HP:0031402
Antigen-specific T cell proliferation defect	HP:0031402
Impaired activated T cell proliferation	HP:0031402
Impaired pathogen-specific CD8 cytoxicity	HP:0031403
Pathogen-specific CD8 cytoxicity defect	HP:0031403
Impaired antigen-specific response	HP:0031404
Impaired adaptive immune response	HP:0031404
Poroma	HP:0031405
Abnormal cytokine signaling	HP:0031406
Impaired cytokine signaling	HP:0031407
Cytokine signaling defect	HP:0031407
Increased proportion of CD25+ mast cells	HP:0031408
Abnormal lymphocyte physiology	HP:0031409
Abnormal distribution of CD56 bright/dim natural killer cells	HP:0031410
Abnormal distribution of CD56 bright/dim NK cells	HP:0031410
Abnormal chromosome morphology	HP:0031411
Abnormal telomere morphology	HP:0031412
Short telomere length	HP:0031413
High serum calcifediol	HP:0031414
High serum 25-hydroxycholecalciferol	HP:0031414
High serum calcidiol	HP:0031414
High serum calcitriol	HP:0031415
High serum 1,25-dihydroxycholecalciferol	HP:0031415
High serum 1,25-dihydroxyvitamin D3	HP:0031415
Abnormal nasal mucus secretion	HP:0031416
Rhinorrhea	HP:0031417
Runny Nose	HP:0031417
Nasal Discharge	HP:0031417
Increased body mass index	HP:0031418
Increased BMI	HP:0031418
Reduced sex -hormone binding protein level	HP:0031419
Reduced androgen-binding protein level	HP:0031419
Small yellow foveal lesion with surrounding grey zone	HP:0031420
Light induced retinopathy	HP:0031420
Laser pointer-induced retinopathy	HP:0031420
Solar retinopathy	HP:0031420
Solar retinitis	HP:0031420
Photic retinopathy	HP:0031420
Laser pointer-induced maculopathy	HP:0031420
Small superior frontal cortex	HP:0031421
Abnormal morphology of the cerebellar cortex	HP:0031422
Small cerebellar cortex	HP:0031423
Abnormal circulating beta-C-terminal telopeptide level	HP:0031424
Abnormal circulating beta-CTx level	HP:0031424
Increased circulating beta-C-terminal telopeptide level	HP:0031425
Decreased circulating beta-C-terminal telopeptide level	HP:0031426
Abnormal circulating osteocalcin level	HP:0031427
Increased circulating osteocalcin level	HP:0031428
Decreased circulating osteocalcin level	HP:0031429
Oligoclonal T cell expansion	HP:0031430
Persistent repetition of words	HP:0031431
Persistent repetition of actions	HP:0031432
Alexithymia	HP:0031433
Unaware of others' emotions	HP:0031433
Abnormal speech prosody	HP:0031434
Monotonic speech	HP:0031435
Increased pitch variability of speech	HP:0031436
Pregnancy exposure	HP:0031437
Exposure during pregnancy	HP:0031437
Abnormal sex hormone-binding globulin level	HP:0031438
Abnormal angiostatin level	HP:0031439
obsolete Abnormal tricuspid valve morphology	HP:0031440
Abnormal tricuspid valve annulus morphology	HP:0031441
Abnormal tricuspid chordae tendinae morphology	HP:0031442
Abnormal tricuspid valve leaflet morphology	HP:0031443
Dilatation of the tricuspid annulus	HP:0031444
Oral mucosa nodule	HP:0031445
Erosion of oral mucosa	HP:0031446
Penile freckling	HP:0031447
Herpetiform vesicles	HP:0031448
Perineal hemangioma	HP:0031449
Polycyclic	HP:0031450
Lower extremity subcutanous fat hypertrophy	HP:0031451
Lichenoid skin lesion	HP:0031452
Oral lichenoid lesion	HP:0031453
Apocrine hidrocystoma	HP:0031454
Presacral ganglioneuroma	HP:0031455
Ectopic pregnancy	HP:0031456
Pulmonary opacity	HP:0031457
Adenoiditis	HP:0031458
Soft tissue neoplasm	HP:0031459
Benign muscle neoplasm	HP:0031460
Intramuscular Myxoma	HP:0031461
Musculotendinous retraction	HP:0031462
Esophageal squamous papilloma	HP:0031463
Genital blistering	HP:0031464
Abnormal vasa vasorum morphology	HP:0031465
Impairment in personality functioning	HP:0031466
Negative affectivity	HP:0031467
Separation insecurity	HP:0031468
Low self esteem	HP:0031469
Risk taking	HP:0031472
Hostility	HP:0031473
Pulmonary chondroma	HP:0031474
Nonconvulsive status epilepticus	HP:0031475
Abnormal buccal mucosa cell morphology	HP:0031476
obsolete Abnormal mitral valve morphology	HP:0031477
Abnormal mitral valve annulus morphology	HP:0031478
Dilatation of the mitral annulus	HP:0031479
Abnormal mitral valve leaflet morphology	HP:0031480
Abnormal mitral valve physiology	HP:0031481
Abnormal regional left ventricular contraction	HP:0031482
Reduced contraction of the left ventricular apex	HP:0031483
Cold-induced hemolysis	HP:0031484
Subperiosteal bone formation	HP:0031485
Periosteal reaction	HP:0031485
Vascular malformation of the lip	HP:0031486
Capillary malformation of the lip	HP:0031487
Arteriovenous malformation of the lip	HP:0031488
Venous malformation of the lip	HP:0031489
Hemangioma of the lip	HP:0031490
Continuous spike and waves during slow sleep	HP:0031491
CSWS	HP:0031491
Epithelial neoplasm	HP:0031492
Glandular cell neoplasm	HP:0031493
Ovarian mucinous tumor	HP:0031494
Mucinous neoplasm of the ovary	HP:0031494
Mucinous neoplasm	HP:0031495
Mucinous cystic neoplasm of the pancreas	HP:0031496
Mucinous colorectal carcinoma	HP:0031497
Mucinous gastric carcinoma	HP:0031498
Appendiceal mucinous neoplasm	HP:0031499
Abdominal mass	HP:0031500
Pelvic mass	HP:0031501
Trophoblastic tumor	HP:0031502
Night gasping	HP:0031503
Foamy urine	HP:0031504
Frothy urine	HP:0031504
Abnormal circulating thyroxine level	HP:0031505
Increased circulating thyroxine level	HP:0031506
Decreased circulating thyroxine level	HP:0031507
Reduced T4 plasma level	HP:0031507
Abnormal thyroid hormone level	HP:0031508
Dry nipple	HP:0031509
Abnormally dry skin in the area of the nipple of the breast.	HP:0031509
Linear earlobe crease	HP:0031510
Diagonal earlobe crease	HP:0031511
Abnormal cutaneous collagen fibril morphology	HP:0031512
Luse bodies	HP:0031513
Increased proportion of exhausted T cells	HP:0031514
Abnormal meiosis	HP:0031515
Oocyte arrest at metaphase I	HP:0031516
Verruciform xanthoma	HP:0031517
Absent posterior alpha rhythm	HP:0031518
Cauliflower deformity of dermal collagen fibrils	HP:0031519
Groin pain	HP:0031520
Vaginal clear cell adenocarcinoma	HP:0031521
Clear cell adenocarcinoma of the vagina	HP:0031521
Cervical clear cell adenocarcinoma	HP:0031522
Clear cell carcinoma of cervix	HP:0031522
Salivary gland oncocytoma	HP:0031523
Parotid oncocytoma	HP:0031523
Ampulla of Vater carcinoma	HP:0031524
Keratoacanthoma	HP:0031525
Subretinal fluid	HP:0031526
Sub-retinal fluid	HP:0031526
Intraretinal fluid	HP:0031527
Intra-retinal fluid	HP:0031527
Subretinal deposits	HP:0031528
Focal subretinal deposits	HP:0031529
Multifocal subretinal deposits	HP:0031530
Sub-RPE deposits	HP:0031531
Focal sub-RPE deposits	HP:0031532
Multifocal sub-RPE deposits	HP:0031533
Passive dorsiflexion of the 5th finger more than 90 degrees	HP:0031534
Increased theta frequency activity in EEG	HP:0031535
Separate origin of the left anterior descending and left circumflex artery	HP:0031536
Anomalous origin of the left circumflex artery from the right coronary artery	HP:0031537
Abnormal dermoepidermal junction morphology	HP:0031538
Linear IgA deposits along the epidermal basement membrane zone	HP:0031539
Linear IgG deposits along the epidermal basement membrane zone	HP:0031540
Linear C3 deposits along the epidermal basement membrane zone	HP:0031541
Myelin-like whorls in vacuolated fibers	HP:0031542
Myelin-like whorls in vacuolated fibres	HP:0031542
Elevated propionylcarnitine level	HP:0031544
Abnormally low T cell receptor excision circle level	HP:0031545
Cardiac conduction abnormality	HP:0031546
Heart conduction disorder	HP:0031546
Abnormality of cardiac conduction system	HP:0031546
Abnormal QT interval	HP:0031547
Follicular infundibulum tumor	HP:0031548
Basal cell hamartoma with follicular differentiation	HP:0031548
Lymphocytoma cutis	HP:0031549
Spiegler-Fendt sarcoid	HP:0031549
Skin pseudolymphoma	HP:0031549
Abnormal flow cytometry test rest	HP:0031550
Reduced cell surface marker level	HP:0031551
Reduced fibroblast surface marker level	HP:0031552
Reduced granulocyte surface marker level	HP:0031553
Reduced granulocyte CD55 level	HP:0031554
Reduced granulocyte CD59 level	HP:0031555
Reduced granulocyte CD16 level	HP:0031556
Reduced fibroblast CD55 level	HP:0031557
Reduced fibroblast CD59 level	HP:0031558
Reduced fibroblast CD16 level	HP:0031559
Coronary cameral fistula	HP:0031560
Coronary cameral fistula to right ventricle	HP:0031561
Balanced double aortic arch	HP:0031562
Coronary arteriovenous fistula	HP:0031563
Bronchial isomerism	HP:0031564
Abdominal situs ambiguus	HP:0031565
Abnormal pulmonary valve cusp morphology	HP:0031566
Abnormal aortic valve cusp morphology	HP:0031567
Thickened aortic valve cusp	HP:0031568
Absent aortic valve cusps	HP:0031569
Absent aortic valve	HP:0031569
Tessier number 0 facial cleft	HP:0031570
Paramedian facial cleft	HP:0031571
Tessier number 1 facial cleft	HP:0031572
Tessier number 2 facial cleft	HP:0031573
Orbital cleft	HP:0031574
Tessier number 3 facial cleft	HP:0031575
